"ID";"Lake_name";"geometry"
"58196268861";"Teich im Rosenanger";"POLYGON ((13.30156 52.62912, 13.30156 52.62913, 13.30156 52.62914, 13.30155 52.62914, 13.30155 52.62915, 13.30155 52.62915, 13.30155 52.62916, 13.30156 52.62916, 13.30156 52.62917, 13.30157 52.62918, 13.30157 52.62918, 13.30158 52.62919, 13.30159 52.62919, 13.30164 52.62919, 13.30184 52.62922, 13.30187 52.62922, 13.3019 52.62923, 13.30193 52.62923, 13.30196 52.62924, 13.30199 52.62924, 13.30202 52.62924, 13.30204 52.62924, 13.30205 52.62924, 13.30207 52.62923, 13.30208 52.62923, 13.30209 52.62923, 13.3021 52.62922, 13.30211 52.62921, 13.30212 52.62921, 13.30213 52.6292, 13.30213 52.62919, 13.30213 52.62918, 13.30213 52.62917, 13.30213 52.62917, 13.30212 52.62916, 13.30212 52.62915, 13.30211 52.62915, 13.3021 52.62914, 13.30209 52.62913, 13.30208 52.62913, 13.30207 52.62912, 13.30204 52.62912, 13.30201 52.62911, 13.30198 52.6291, 13.30194 52.6291, 13.30192 52.62909, 13.3019 52.62909, 13.30187 52.62909, 13.30185 52.62908, 13.30183 52.62908, 13.30181 52.62908, 13.30178 52.62908, 13.30176 52.62908, 13.30174 52.62909, 13.30172 52.62909, 13.3017 52.62909, 13.30167 52.62909, 13.30167 52.62909, 13.30166 52.6291, 13.30165 52.6291, 13.30163 52.6291, 13.30162 52.6291, 13.30161 52.6291, 13.3016 52.6291, 13.3016 52.6291, 13.30159 52.6291, 13.30159 52.62911, 13.30158 52.62911, 13.30157 52.62911, 13.30157 52.62912, 13.30156 52.62912))"
"58325823";"Lichtenrader Dorfteich";"POLYGON ((13.40981 52.39037, 13.4098 52.39055, 13.4098 52.39057, 13.40981 52.39069, 13.40982 52.3908, 13.40983 52.39083, 13.40986 52.39092, 13.40988 52.39099, 13.40991 52.39105, 13.40994 52.39107, 13.40997 52.39109, 13.41 52.3911, 13.41004 52.39111, 13.4101 52.39111, 13.41016 52.39112, 13.41025 52.39112, 13.41035 52.39112, 13.4104 52.39112, 13.41049 52.39112, 13.41055 52.39112, 13.41067 52.39112, 13.41081 52.39112, 13.41082 52.39111, 13.41082 52.3911, 13.41085 52.39108, 13.41087 52.39107, 13.41093 52.39106, 13.41094 52.39106, 13.41095 52.39104, 13.41097 52.39099, 13.41099 52.39096, 13.41101 52.39093, 13.41102 52.39091, 13.41103 52.39086, 13.41104 52.39081, 13.41105 52.39074, 13.41106 52.39067, 13.41107 52.3906, 13.41108 52.39057, 13.41109 52.39053, 13.41109 52.39049, 13.41109 52.39047, 13.41108 52.39045, 13.41107 52.39043, 13.41106 52.39041, 13.41104 52.39038, 13.41102 52.39034, 13.41099 52.3903, 13.41094 52.39027, 13.41088 52.39023, 13.41079 52.39018, 13.41073 52.39015, 13.41066 52.39013, 13.41061 52.39011, 13.41055 52.3901, 13.41044 52.39007, 13.41034 52.39004, 13.41032 52.39004, 13.41029 52.39003, 13.41025 52.39003, 13.41022 52.39003, 13.41019 52.39004, 13.41014 52.39004, 13.41012 52.39004, 13.4101 52.39004, 13.41005 52.39007, 13.40997 52.39011, 13.40994 52.39013, 13.40991 52.39015, 13.40988 52.39018, 13.40985 52.39021, 13.40982 52.39024, 13.40981 52.39027, 13.40981 52.39037))"
"5819625441";"Mäusewinkelbecken";"POLYGON ((13.35784 52.61946, 13.35792 52.61948, 13.35795 52.61946, 13.35791 52.61943, 13.35796 52.61936, 13.35789 52.61935, 13.35782 52.61944, 13.35784 52.61946))"
"58325513";"Attilateich";"POLYGON ((13.35953 52.44815, 13.35953 52.44816, 13.35952 52.44817, 13.3595 52.44819, 13.35951 52.44821, 13.35953 52.44822, 13.35957 52.44824, 13.35959 52.44824, 13.35961 52.44823, 13.35964 52.44823, 13.35966 52.44823, 13.35969 52.44822, 13.35969 52.4482, 13.35972 52.44819, 13.35975 52.44818, 13.35977 52.44817, 13.35978 52.44816, 13.35977 52.44814, 13.35974 52.44812, 13.35971 52.44809, 13.35969 52.44809, 13.35967 52.44809, 13.35964 52.44809, 13.35962 52.4481, 13.3596 52.44811, 13.35958 52.44812, 13.35955 52.44812, 13.35954 52.44813, 13.35953 52.44815))"
"58325853";"Kirchteich";"POLYGON ((13.36659 52.41247, 13.36659 52.41248, 13.36661 52.41252, 13.36664 52.41253, 13.36666 52.41254, 13.3667 52.41255, 13.36674 52.41255, 13.36679 52.41255, 13.36685 52.41254, 13.3669 52.41253, 13.36695 52.41252, 13.36697 52.41251, 13.367 52.41248, 13.36702 52.41245, 13.36703 52.41242, 13.36703 52.41241, 13.36703 52.4124, 13.36703 52.41238, 13.367 52.41235, 13.36697 52.41233, 13.36691 52.41232, 13.36688 52.41232, 13.36685 52.41232, 13.36681 52.41232, 13.36674 52.41235, 13.3667 52.41236, 13.36661 52.41241, 13.3666 52.41243, 13.36659 52.41245, 13.36659 52.41247))"
"58325851";"Schmiedeteich";"POLYGON ((13.36878 52.41171, 13.36876 52.4117, 13.36873 52.41171, 13.36864 52.41172, 13.36862 52.41173, 13.36859 52.41174, 13.36858 52.41176, 13.36857 52.41177, 13.36858 52.41178, 13.36859 52.4118, 13.3686 52.41182, 13.36862 52.41183, 13.36866 52.41184, 13.36871 52.41186, 13.36872 52.41187, 13.36876 52.41188, 13.3688 52.41189, 13.36881 52.41189, 13.36882 52.41188, 13.36882 52.41187, 13.36883 52.41186, 13.36883 52.41185, 13.36883 52.41183, 13.36882 52.41181, 13.36881 52.41179, 13.36881 52.41177, 13.36881 52.41175, 13.36881 52.41173, 13.3688 52.41172, 13.36878 52.41171))"
"5832539523";"Karpfenpfuhl";"POLYGON ((13.40468 52.43864, 13.40465 52.43864, 13.4046 52.43864, 13.40456 52.43864, 13.40454 52.43864, 13.4045 52.43864, 13.40446 52.43863, 13.40444 52.43862, 13.40443 52.43862, 13.4044 52.4386, 13.40437 52.43859, 13.40436 52.43858, 13.40433 52.43858, 13.40433 52.43858, 13.4043 52.43857, 13.40428 52.43858, 13.40426 52.43858, 13.40423 52.43859, 13.40421 52.4386, 13.40419 52.43861, 13.40418 52.43862, 13.40417 52.43863, 13.40416 52.43864, 13.40416 52.43865, 13.40415 52.43865, 13.40413 52.43866, 13.40412 52.43867, 13.40408 52.43868, 13.40403 52.4387, 13.40401 52.43871, 13.404 52.43871, 13.40399 52.43871, 13.40398 52.43871, 13.40395 52.43872, 13.40391 52.43872, 13.40388 52.43873, 13.40382 52.43874, 13.40381 52.43874, 13.40378 52.43874, 13.40376 52.43874, 13.40373 52.43875, 13.4037 52.43876, 13.40365 52.43879, 13.40362 52.4388, 13.40361 52.4388, 13.40358 52.43882, 13.40356 52.43883, 13.40354 52.43884, 13.40354 52.43885, 13.40352 52.43887, 13.40351 52.43889, 13.4035 52.4389, 13.4035 52.43892, 13.4035 52.43894, 13.40351 52.43897, 13.40355 52.43899, 13.4036 52.43902, 13.40365 52.43903, 13.4037 52.43904, 13.40372 52.43905, 13.40379 52.43905, 13.40386 52.43905, 13.40388 52.43905, 13.40392 52.43904, 13.40397 52.43903, 13.40399 52.43903, 13.404 52.43902, 13.40403 52.43902, 13.40405 52.43901, 13.40412 52.43899, 13.40428 52.43895, 13.40434 52.43894, 13.40454 52.43889, 13.40458 52.43888, 13.4046 52.43887, 13.40463 52.43886, 13.40465 52.43886, 13.40468 52.43885, 13.40474 52.43883, 13.40478 52.43882, 13.40482 52.43881, 13.4049 52.43881, 13.40495 52.43881, 13.40499 52.4388, 13.40503 52.43878, 13.40504 52.43877, 13.40505 52.43876, 13.40506 52.43875, 13.40506 52.43874, 13.40506 52.43873, 13.40506 52.43872, 13.40503 52.43869, 13.40502 52.43869, 13.40501 52.43867, 13.405 52.43866, 13.40498 52.43866, 13.40496 52.43865, 13.40492 52.43865, 13.40486 52.43864, 13.40482 52.43864, 13.40479 52.43863, 13.40476 52.43863, 13.40472 52.43863, 13.40468 52.43864))"
"58325835253";"Teich Marienfelder Höhe";"POLYGON ((13.36471 52.40146, 13.36469 52.40151, 13.36468 52.40154, 13.36467 52.40157, 13.36468 52.40158, 13.36469 52.40159, 13.36472 52.4016, 13.36474 52.4016, 13.3648 52.4016, 13.36486 52.4016, 13.36489 52.4016, 13.36491 52.40159, 13.36492 52.40159, 13.36494 52.40158, 13.36495 52.40157, 13.36494 52.40155, 13.36494 52.40153, 13.36494 52.40151, 13.36493 52.40145, 13.36492 52.40142, 13.36492 52.40139, 13.36491 52.40137, 13.36489 52.40135, 13.36487 52.40134, 13.36485 52.40134, 13.36483 52.40134, 13.3648 52.40136, 13.36478 52.40137, 13.36476 52.40139, 13.36473 52.40142, 13.36471 52.40146))"
"583258613";"Rennbahnteich";"POLYGON ((13.39108 52.42728, 13.39104 52.42726, 13.39104 52.42726, 13.391 52.42724, 13.39099 52.42723, 13.39098 52.42721, 13.39096 52.42721, 13.39095 52.42722, 13.39092 52.42723, 13.39089 52.42724, 13.39085 52.42724, 13.39083 52.42724, 13.39077 52.42725, 13.39074 52.42726, 13.3907 52.42727, 13.39065 52.4273, 13.39064 52.42731, 13.39062 52.42733, 13.3906 52.42738, 13.3906 52.42741, 13.39059 52.42745, 13.39059 52.42748, 13.39058 52.42752, 13.39057 52.42755, 13.39056 52.42758, 13.39054 52.42761, 13.39054 52.42761, 13.39051 52.42763, 13.39048 52.42766, 13.39045 52.42768, 13.39044 52.42769, 13.39038 52.42771, 13.39033 52.42774, 13.39032 52.42778, 13.39034 52.42782, 13.39039 52.42785, 13.39044 52.42788, 13.39046 52.42788, 13.3905 52.42789, 13.39054 52.4279, 13.39059 52.4279, 13.39062 52.42789, 13.39065 52.42789, 13.39067 52.42788, 13.3907 52.42788, 13.39074 52.42787, 13.39079 52.42786, 13.39084 52.42786, 13.3909 52.42784, 13.39095 52.42782, 13.39099 52.42779, 13.39102 52.42776, 13.39106 52.42774, 13.39108 52.42771, 13.3911 52.42767, 13.39111 52.42766, 13.39112 52.42764, 13.39113 52.4276, 13.39114 52.42757, 13.39115 52.42755, 13.39116 52.42753, 13.39117 52.4275, 13.39117 52.42749, 13.39118 52.42747, 13.39118 52.42743, 13.39117 52.42742, 13.39117 52.4274, 13.39116 52.42738, 13.39115 52.42735, 13.39114 52.42734, 13.39112 52.42732, 13.3911 52.4273, 13.39109 52.42729, 13.39108 52.42728))"
"583251";"Rungiusteich";"POLYGON ((13.44579 52.45841, 13.44582 52.45841, 13.44611 52.45845, 13.4462 52.45845, 13.44629 52.45842, 13.44632 52.45837, 13.44626 52.45833, 13.44614 52.4583, 13.44603 52.45829, 13.44573 52.45827, 13.4457 52.45829, 13.44566 52.45835, 13.44569 52.45839, 13.44572 52.45839, 13.44579 52.45841))"
